index,namem,namef,namen,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,c2,c3,diff,diff2,exp,conveyed_prob
,,,Kop Kaptain,S_KOP,4,12,10,20,12,G_GENO|G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,200,MS_ARREST,MZ_MEDIUM,,,M1_HUMANOID,M2_HUMAN|M2_MALE|M2_HOSTILE|M2_WANDER|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,5,-,HUMAN=100|-,-,6,6,22,
,,,lich,S_LICH,11,6,0,30,-9,G_NOCORPSE|G_GENO|1,"ATTK(AT_TUCH,AD_COLD,1,10)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,100,MS_MUMBLE,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON|MR_PLUSTWO,MR_COLD,M1_BREATHLESS|M1_HUMANOID|M1_REGEN|M1_POIS,M2_UNDEAD|M2_HOSTILE|M2_MAGIC,M3_INFRAVISION|M3_TRAITOR,3,-,POISON=100|-,-,14,14,225,MR_COLD=73
,,,demilich,S_LICH,14,9,-2,60,-12,G_NOCORPSE|G_GENO|1,"ATTK(AT_TUCH,AD_COLD,3,4)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,100,MS_MUMBLE,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON|MR_PLUSTHREE,MR_COLD,M1_BREATHLESS|M1_HUMANOID|M1_REGEN|M1_POIS,M2_UNDEAD|M2_HOSTILE|M2_MAGIC,M3_INFRAVISION|M3_TRAITOR,1,-,POISON=100|-,-,18,18,320,MR_COLD=93
,,,master lich,S_LICH,17,9,-4,90,-15,G_NOCORPSE|G_GENO|G_HELL|1,"ATTK(AT_TUCH,AD_COLD,3,6)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,100,MS_MUMBLE,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_POISON|MR_PLUSTHREE,MR_FIRE|MR_COLD,M1_BREATHLESS|M1_HUMANOID|M1_REGEN|M1_POIS,M2_UNDEAD|M2_HOSTILE|M2_MAGIC,M3_WANTSBOOK|M3_TRAITOR,5,-,POISON=100|-,-,21,21,426,MR_FIRE=100|MR_COLD=100
,,,arch-lich,S_LICH,25,9,-6,90,-15,G_NOCORPSE|G_GENO|G_HELL|1,"ATTK(AT_TUCH,AD_COLD,5,6)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,100,MS_MUMBLE,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_SLEEP|MR_ELEC|MR_POISON|MR_PLUSTHREE,MR_FIRE|MR_COLD,M1_BREATHLESS|M1_HUMANOID|M1_REGEN|M1_POIS,M2_UNDEAD|M2_HOSTILE|M2_MAGIC,M3_WANTSBOOK|M3_INFRAVISION|M3_TRAITOR,5,-,POISON=100|-,-,29,29,815,MR_FIRE=100|MR_COLD=100
,,,kobold mummy,S_MUMMY,3,8,6,20,-2,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,50,MS_SILENT,MZ_SMALL,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_HOSTILE,M3_INFRAVISION,3,-,POISON=100|-,-,4,4,10,
,,,gnome mummy,S_MUMMY,4,10,6,20,-3,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,650,50,MS_SILENT,MZ_SMALL,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_GNOME|M2_HOSTILE,M3_INFRAVISION,1,-,POISON=100|GNOME=100|-,-,5,5,17,
,,,orc mummy,S_MUMMY,5,10,5,20,-4,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,850,75,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_ORC|M2_HOSTILE|M2_GREEDY|M2_JEWELS,M3_INFRAVISION,7,-,POISON=100|-,-,6,6,26,
,,,dwarf mummy,S_MUMMY,5,10,5,20,-4,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,150,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_DWARF|M2_HOSTILE|M2_GREEDY|M2_JEWELS,M3_INFRAVISION,1,-,POISON=100|DWARF=100|-,-,6,6,26,
,,,elf mummy,S_MUMMY,6,12,4,30,5,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,175,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_ELF|M2_HOSTILE,M3_INFRAVISION,2,-,POISON=100|ELF=100|-,-,7,7,37,
,,,human mummy,S_MUMMY,6,12,4,30,-5,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,200,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_HOSTILE,M3_INFRAVISION,7,-,POISON=100|-,-,7,7,37,
,,,ettin mummy,S_MUMMY,7,12,4,30,-6,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,2,6)","ATTK(AT_CLAW,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,250,MS_SILENT,MZ_HUGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_HOSTILE|M2_STRONG,M3_INFRAVISION,4,-,POISON=100|-,-,8,8,50,
,,,giant mummy,S_MUMMY,8,14,3,30,-7,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_CLAW,AD_PHYS,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2050,375,MS_SILENT,MZ_HUGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_GIANT|M2_HOSTILE|M2_STRONG|M2_JEWELS,M3_INFRAVISION,6,GAIN_ST=25|-,POISON=100|-,-,10,10,68,
,,,troll mummy,S_MUMMY,9,14,3,30,-8,G_NOCORPSE|G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,3,4)","ATTK(AT_CLAW,AD_PHYS,3,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1500,375,MS_SILENT,MZ_HUGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_MINDLESS|M1_HUMANOID|M1_POIS,M2_UNDEAD|M2_GIANT|M2_HOSTILE|M2_STRONG|M2_JEWELS,,3,GAIN_ST=25|-,POISON=100|-,-,11,11,135,
,,,red naga hatchling,S_NAGA,3,10,6,0,0,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,100,MS_MUMBLE,MZ_LARGE,MR_FIRE|MR_POISON,MR_FIRE|MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,M3_INFRAVISIBLE,1,-,-,-,4,4,10,MR_FIRE=20|MR_POISON=20
,,,black naga hatchling,S_NAGA,3,10,6,0,0,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,100,MS_MUMBLE,MZ_LARGE,MR_POISON|MR_ACID|MR_STONE,MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_ACID|M1_CARNIVORE,M2_STRONG,,0,UNSTONE=100|-,ACID=100|-,-,4,4,10,MR_POISON=20
,,,golden naga hatchling,S_NAGA,3,10,6,0,0,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,100,MS_MUMBLE,MZ_LARGE,MR_POISON,MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,,11,-,-,-,4,4,10,MR_POISON=20
,,,guardian naga hatchling,S_NAGA,3,10,6,0,0,G_GENO|0,"ATTK(AT_BITE,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,100,MS_MUMBLE,MZ_LARGE,MR_POISON,MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,,2,-,-,-,4,4,10,MR_POISON=20
,,,red naga,S_NAGA,6,12,4,0,-4,G_GENO|G_NOHELL|1,"ATTK(AT_BITE,AD_PHYS,2,4)","ATTK(AT_BREA,AD_FIRE,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2600,400,MS_MUMBLE,MZ_HUGE,MR_FIRE|MR_POISON,MR_FIRE|MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_OVIPAROUS|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,M3_INFRAVISIBLE,1,-,-,-,8,8,52,MR_FIRE=40|MR_POISON=40
,,,black naga,S_NAGA,8,14,2,10,4,G_GENO|G_NOHELL|1,"ATTK(AT_BITE,AD_PHYS,2,6)","ATTK(AT_SPIT,AD_ACID,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2600,400,MS_MUMBLE,MZ_HUGE,MR_POISON|MR_ACID|MR_STONE,MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_OVIPAROUS|M1_ACID|M1_CARNIVORE,M2_STRONG,,0,UNSTONE=100|-,ACID=100|-,-,10,10,92,MR_POISON=53
,,,golden naga,S_NAGA,10,14,2,70,5,G_GENO|G_NOHELL|1,"ATTK(AT_BITE,AD_PHYS,2,6)","ATTK(AT_MAGC,AD_SPEL,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,2600,400,MS_MUMBLE,MZ_HUGE,MR_POISON|MR_HITASONE,MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_OVIPAROUS|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,,11,-,-,-,13,13,189,MR_POISON=67
,,,guardian naga,S_NAGA,12,16,0,50,7,G_GENO|G_NOHELL|1,"ATTK(AT_BITE,AD_PLYS,1,6)","ATTK(AT_SPIT,AD_DRST,1,6)","ATTK(AT_HUGS,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,2600,400,MS_MUMBLE,MZ_HUGE,MR_POISON|MR_HITASONE,MR_POISON,M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_SLITHY|M1_THICK_HIDE|M1_OVIPAROUS|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG,,2,-,POISON=100|-,-,16,16,247,MR_POISON=80
,,,ogre,S_OGRE,5,10,5,0,-3,G_GENO|G_SGROUP|G_NOHELL|2,"ATTK(AT_WEAP,AD_PHYS,2,5)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1600,500,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE,M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,3,-,-,-,7,7,31,
,,,ogre lord,S_OGRE,7,12,3,30,-5,G_GENO|G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,700,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE,M2_LORD|M2_MALE|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,1,-,-,-,9,9,55,
,,,ogre mage,S_OGRE,7,12,3,30,-5,G_GENO|G_NOHELL|0,"ATTK(AT_WEAP,AD_PHYS,2,6)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,700,MS_GRUNT,MZ_LARGE,,,M1_HUMANOID|M1_CARNIVORE,M2_LORD|M2_MALE|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,12,-,-,-,10,10,72,
,,,ogre king,S_OGRE,9,14,4,60,-7,G_GENO|2,"ATTK(AT_WEAP,AD_PHYS,3,5)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,750,MS_GRUNT,MZ_LARGE,MR_HITASONE,,M1_HUMANOID|M1_CARNIVORE,M2_PRINCE|M2_MALE|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,5,-,-,-,11,11,140,
,,,shadow ogre,S_OGRE,10,14,0,60,-7,G_GENO|G_HELL|0,"ATTK(AT_WEAP,AD_PHYS,3,5)","ATTK(AT_TUCH,AD_DRLI,3,5)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1700,750,MS_GRUNT,MZ_LARGE,MR_PLUSONE,,M1_HUMANOID|M1_CARNIVORE,M2_PRINCE|M2_MALE|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE|M3_TRAITOR,0,-,-,-,13,13,219,
,,,gray ooze,S_PUDDING,3,1,8,0,0,G_GENO|G_NOHELL|3,"ATTK(AT_BITE,AD_RUST,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,250,MS_SILENT,MZ_MEDIUM,MR_FIRE|MR_COLD|MR_POISON|MR_ACID|MR_STONE|MR_DEATH,MR_FIRE|MR_COLD|MR_POISON,M1_AMORPHOUS|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_ACID|M1_CARNIVORE|M1_HERBIVORE,M2_NEUTER|M2_HOSTILE,,7,UNSTONE=100|-,ACID=100|-,-,4,4,13,MR_FIRE=20|MR_COLD=20|MR_POISON=20
,,,brown pudding,S_PUDDING,5,3,8,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_BITE,AD_DCAY,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,250,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_ELEC|MR_POISON|MR_ACID|MR_STONE|MR_DEATH|MR_HITASONE,MR_COLD|MR_ELEC|MR_POISON,M1_AMORPHOUS|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_ACID|M1_CARNIVORE|M1_HERBIVORE,M2_NEUTER|M2_HOSTILE,,3,UNSTONE=100|-,ACID=100|-,-,6,6,31,MR_COLD=33|MR_ELEC=33|MR_POISON=33
,,,moldy pudding,S_PUDDING,8,3,8,0,0,G_GENO|G_NOHELL|0,"ATTK(AT_ENGL,AD_DCAY,4,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,500,250,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_ELEC|MR_POISON|MR_ACID|MR_STONE|MR_DEATH|MR_HITASONE,MR_COLD|MR_ELEC|MR_POISON,M1_AMORPHOUS|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_ACID|M1_CARNIVORE|M1_HERBIVORE,M2_NEUTER|M2_HOSTILE,,2,UNSTONE=100|-,ACID=100|-,-,9,9,76,MR_COLD=53|MR_ELEC=53|MR_POISON=53
,,,black pudding,S_PUDDING,10,6,6,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_BITE,AD_CORR,3,8)","ATTK(AT_NONE,AD_CORR,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,900,250,MS_SILENT,MZ_LARGE,MR_COLD|MR_ELEC|MR_POISON|MR_ACID|MR_STONE|MR_DEATH|MR_HITASTWO,MR_COLD|MR_ELEC|MR_POISON,M1_AMORPHOUS|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_ACID|M1_CARNIVORE|M1_HERBIVORE,M2_NEUTER|M2_HOSTILE,,0,UNSTONE=100|-,ACID=100|-,-,12,12,181,MR_COLD=67|MR_ELEC=67|MR_POISON=67
,,,green slime,S_PUDDING,6,6,6,0,0,G_GENO|G_HELL|1,"ATTK(AT_TUCH,AD_SLIM,1,4)","ATTK(AT_NONE,AD_SLIM,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,400,150,MS_SILENT,MZ_LARGE,MR_COLD|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,,M1_AMORPHOUS|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS|M1_ACID|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_NEUTER|M2_HOSTILE,,2,UNSTONE=100|-,SLIME=100|ACID=100|POISON=100|-,-,8,8,140,
,,,shoggoth,S_PUDDING,18,15,-5,25,-5,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,4,8)","ATTK(AT_TUCH,AD_CORR,0,0)","ATTK(AT_NONE,AD_CORR,0,0)","ATTK(AT_ENGL,AD_ACID,4,8)",NO_ATTK,NO_ATTK,2500,500,MS_SILENT,MZ_LARGE,MR_COLD|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,MR_COLD|MR_ELEC|MR_POISON,M1_AMORPHOUS|M1_HIDE|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_REGEN|M1_ACID|M1_CARNIVORE|M1_HERBIVORE|M1_METALLIVORE,M2_NEUTER|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_TRAITOR,0,UNSTONE=100|-,ACID=100|-,-,25,25,642,MR_COLD=100|MR_ELEC=100|MR_POISON=100
,,,giant shoggoth,S_PUDDING,36,20,-10,50,-10,G_GENO|1,"ATTK(AT_CLAW,AD_PHYS,5,10)","ATTK(AT_CLAW,AD_PHYS,5,10)","ATTK(AT_TUCH,AD_CORR,0,0)","ATTK(AT_TUCH,AD_CORR,0,0)","ATTK(AT_NONE,AD_CORR,0,0)","ATTK(AT_ENGL,AD_ACID,8,10)",2500,500,MS_SILENT,MZ_LARGE,MR_COLD|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,MR_COLD|MR_ELEC|MR_POISON,M1_AMORPHOUS|M1_HIDE|M1_BREATHLESS|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_REGEN|M1_TPORT|M1_TPORT_CNTRL|M1_ACID|M1_CARNIVORE|M1_HERBIVORE|M1_METALLIVORE,M2_NEUTER|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISION|M3_TRAITOR,0,UNSTONE=100|-,ACID=100|-,-,46,46,1935,MR_COLD=100|MR_ELEC=100|MR_POISON=100|M1_TPORT=100|M1_TPORT_CNTRL=100
,,,quantum mechanic,S_QUANTMECH,7,12,3,10,0,G_GENO|G_NOHELL|2,"ATTK(AT_CLAW,AD_TLPT,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,20,MS_HUMANOID,MZ_MEDIUM,MR_POISON|MR_HITASONE,,M1_HUMANOID|M1_TPORT|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE,M3_INFRAVISIBLE,6,TOGGLE=100|-,POISON=100|-,-,9,9,57,M1_TPORT=70
,,,genetic engineer,S_QUANTMECH,12,12,3,10,0,G_GENO|G_HELL|1,"ATTK(AT_CLAW,AD_POLY,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,20,MS_HUMANOID,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_TPORT|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_HOSTILE,M3_INFRAVISIBLE,2,POLYSELF=100|-,POISON=100|-,-,14,14,207,M1_TPORT=100
,,,Doctor Frankenstein,S_QUANTMECH,20,12,-10,75,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_TLPT,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,20,MS_HUMANOID,MZ_MEDIUM,MR_SLEEP|MR_ELEC|MR_POISON,,M1_HUMANOID|M1_TPORT|M1_POIS|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_MALE|M2_PNAME|M2_HOSTILE,M3_INFRAVISIBLE|M3_NOTAME,5,-,POISON=100|-,-,23,23,510,M1_TPORT=100
,,,rust monster,S_RUSTMONST,5,18,2,0,0,G_GENO|G_NOHELL|2,"ATTK(AT_TUCH,AD_RUST,0,0)","ATTK(AT_TUCH,AD_RUST,0,0)","ATTK(AT_NONE,AD_RUST,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,1000,250,MS_SILENT,MZ_MEDIUM,MR_HITASONE,,M1_SWIM|M1_NOHANDS|M1_ANIMAL|M1_METALLIVORE,M2_HOSTILE,M3_INFRAVISIBLE,3,-,-,-,8,8,55,
,,,disenchanter,S_RUSTMONST,12,12,-10,0,-3,G_GENO|G_HELL|2,"ATTK(AT_CLAW,AD_ENCH,4,4)","ATTK(AT_NONE,AD_ENCH,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,750,200,MS_GROWL,MZ_LARGE,,,M1_ANIMAL|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISIBLE|M3_TRAITOR,4,-,-,-,14,14,253,
,,,garter snake,S_SNAKE,1,8,8,0,0,G_GENO|G_LGROUP|1,"ATTK(AT_BITE,AD_PHYS,1,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,50,60,MS_HISS,MZ_TINY,,,M1_SWIM|M1_CONCEAL|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_CARNIVORE,,,2,-,-,-,3,3,2,
,,,snake,S_SNAKE,4,15,3,0,0,G_GENO|G_NOHELL|2,"ATTK(AT_BITE,AD_DRST,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,80,MS_HISS,MZ_SMALL,MR_POISON,MR_POISON,M1_SWIM|M1_CONCEAL|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_POIS|M1_CARNIVORE,M2_HOSTILE,,3,-,POISON=100|-,-,6,6,28,MR_POISON=27
,,,water moccasin,S_SNAKE,4,15,3,0,0,G_GENO|G_LGROUP|G_NOGEN|0,"ATTK(AT_BITE,AD_DRST,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,150,80,MS_HISS,MZ_SMALL,MR_POISON,MR_POISON,M1_SWIM|M1_CONCEAL|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_POIS|M1_CARNIVORE,M2_HOSTILE,,1,-,POISON=100|-,-,7,7,28,MR_POISON=27
,,,pit viper,S_SNAKE,6,15,2,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_BITE,AD_DRST,1,4)","ATTK(AT_BITE,AD_DRST,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,60,MS_HISS,MZ_MEDIUM,MR_POISON,MR_POISON,M1_SWIM|M1_CONCEAL|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_POIS|M1_CARNIVORE,M2_HOSTILE,M3_INFRAVISION,4,-,POISON=100|-,-,9,9,69,MR_POISON=40
,,,python,S_SNAKE,6,3,5,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_BITE,AD_PHYS,1,4)","ATTK(AT_TUCH,AD_PHYS,0,0)","ATTK(AT_HUGS,AD_WRAP,1,4)","ATTK(AT_HUGS,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,250,100,MS_HISS,MZ_LARGE,MR_POISON|MR_HITASONE,MR_POISON,M1_SWIM|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_CARNIVORE,M2_HOSTILE|M2_STRONG,M3_INFRAVISION,5,-,-,-,8,8,52,MR_POISON=40
,,,cobra,S_SNAKE,6,18,2,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_BITE,AD_DRST,2,4)","ATTK(AT_SPIT,AD_BLND,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,250,100,MS_HISS,MZ_MEDIUM,MR_POISON,MR_POISON,M1_SWIM|M1_CONCEAL|M1_NOTAKE|M1_NOHANDS|M1_NOLIMBS|M1_ANIMAL|M1_SLITHY|M1_OVIPAROUS|M1_POIS|M1_CARNIVORE,M2_HOSTILE,,4,-,POISON=100|-,-,10,10,66,MR_POISON=40
